phrase,frequency
boards palettes,97
palettes and,97
and sets,97
sets aligned,97
aligned to,97
to script,97
script coordinated,97
with construction,97
construction props,97
and set,97
dec on,97
on builds,97
builds managed,97
managed scenic,97
scenic dressing,97
continuity across,97
across units,97
units skills,97
skills art,97
art direction,97
direction budgets,97
budgets collaboration,97
collaboration with,97
with camera/costume,97
camera/costume concepting,97
concepting set,97
objective production designer,97
production designer translating,97
designer translating vision,97
translating vision into,97
vision into tangible,97
into tangible worlds,97
tangible worlds through,97
worlds through sets,97
through sets color,97
sets color and,97
color and texture,97
and texture education,97
texture education training,97
education training design/architecture,97
training design/architecture degree,97
design/architecture degree art,97
degree art department,97
art department apprenticeship,97
department apprenticeship experience,97
apprenticeship experience delivered,97
experience delivered mood,97
delivered mood boards,97
mood boards palettes,97
boards palettes and,97
palettes and sets,97
and sets aligned,97
sets aligned to,97
aligned to script,97
to script coordinated,97
script coordinated with,97
coordinated with construction,97
with construction props,97
construction props and,97
props and set,97
and set dec,97
set dec on,97
dec on builds,97
on builds managed,97
builds managed scenic,97
managed scenic dressing,97
scenic dressing and,97
dressing and continuity,97
and continuity across,97
continuity across units,97
across units skills,97
units skills art,97
skills art direction,97
art direction budgets,97
direction budgets collaboration,97
budgets collaboration with,97
collaboration with camera/costume,97
with camera/costume concepting,97
camera/costume concepting set,97
concepting set builds,97
objective production designer translating,97
production designer translating vision,97
designer translating vision into,97
translating vision into tangible,97
vision into tangible worlds,97
into tangible worlds through,97
tangible worlds through sets,97
worlds through sets color,97
through sets color and,97
sets color and texture,97
color and texture education,97
and texture education training,97
texture education training design/architecture,97
education training design/architecture degree,97
training design/architecture degree art,97
design/architecture degree art department,97
degree art department apprenticeship,97
art department apprenticeship experience,97
department apprenticeship experience delivered,97
apprenticeship experience delivered mood,97
experience delivered mood boards,97
delivered mood boards palettes,97
mood boards palettes and,97
boards palettes and sets,97
palettes and sets aligned,97
and sets aligned to,97
sets aligned to script,97
aligned to script coordinated,97
to script coordinated with,97
script coordinated with construction,97
coordinated with construction props,97
with construction props and,97
construction props and set,97
props and set dec,97
and set dec on,97
set dec on builds,97
dec on builds managed,97
on builds managed scenic,97
builds managed scenic dressing,97
managed scenic dressing and,97
scenic dressing and continuity,97
dressing and continuity across,97
and continuity across units,97
continuity across units skills,97
across units skills art,97
units skills art direction,97
skills art direction budgets,97
art direction budgets collaboration,97
direction budgets collaboration with,97
budgets collaboration with camera/costume,97
collaboration with camera/costume concepting,97
with camera/costume concepting set,97
camera/costume concepting set builds,97
organization,97
movement and,97
certified,96
aerials,96
part,96
certifications,96
flights,96
captured,96
establishing,96
weather,96
flight,96
uas,96
regulations,96
objective certified,96
certified drone,96
pilot capturing,96
capturing aerials,96
aerials safely,96
safely with,96
with cinematic,96
cinematic precision,96
precision education,96
training part,96
part local,96
local certifications,96
certifications aerial,96
aerial cinematography,96
cinematography course,96
course experience,96
planned flights,96
flights with,96
with clearances,96
clearances and,96
briefings captured,96
captured aerial,96
aerial establishing,96
establishing and,96
and chase,96
chase coverage,96
maintained logs,96
logs maintenance,96
maintenance and,96
and weather,96
weather assessments,96
assessments skills,96
skills aerial,96
aerial framing,96
framing flight,96
flight planning,96
planning safety,96
safety uas,96
uas regulations,96
objective certified drone,96
certified drone pilot,96
drone pilot capturing,96
pilot capturing aerials,96
capturing aerials safely,96
aerials safely with,96
safely with cinematic,96
with cinematic precision,96
cinematic precision education,96
precision education training,96
education training part,96
training part local,96
part local certifications,96
local certifications aerial,96
certifications aerial cinematography,96
